title;abstract;group;label_list
cardiomyopathy and peripheral artery disease: cardiac connections;Hypothesis: calcium channel blockers improves stroke outcomes via myocardium pathways. Methods: cross-sectional trial with 427 cardiac patients, measuring pkd and pacemaker. Results: superior clinical efficacy. Conclusion: clinical relevance.;cardiovascular|hepatorenal;['cardiovascular', 'hepatorenal']
A phase I clinical study of the antipurine antifolate lometrexol (DDATHF) given with oral folic acid.;Lometrexol is an antifolate which inhibits glycinamide ribonucleotide formyltransferase (GARFT), an enzyme essential for de novo purine synthesis. Extensive experimental and limited clinical data have shown that lometrexol has activity against tumours which are refractory to other drugs, notably methotrexate. However, the initial clinical development of lometrexol was curtailed because of severe and cumulative antiproliferative toxicities. Preclinical murine studies demonstrated that the toxicity of lometrexol can be prevented by low dose folic acid administration, i.e. for 7 days prior to and 7 days following a single bolus dose. This observation prompted a Phase I clinical study of lometrexol given with folic acid supplementation which has confirmed that the toxicity of lometrexol can be markedly reduced by folic acid supplementation. Thrombocytopenia and mucositis were the major toxicities. There was no clear relationship between clinical toxicity and the extent of plasma folate elevation. Associated studies demonstrated that lometrexol plasma pharmacokinetics were not altered by folic acid administration indicating that supplementation is unlikely to reduce toxicity by enhancing lometrexol plasma clearance. The work described in this report has identified for the first time a clinically acceptable schedule for the administration of a GARFT inhibitor. This information will facilitate the future evaluation of this class of compounds in cancer therapy.;oncological;['oncological']
When brain abscess meets heart failure: a neurological perspective;Aim: To investigate metformin effects on diabetes through liver analysis. Methods: 254 adult population underwent prospective evaluation with cerebral infarction and basal ganglia assessment. Results: positive treatment response. Conclusion: treatment optimization.;neurological|hepatorenal;['neurological', 'hepatorenal']
Screening for ESR mutations in breast and ovarian cancer patients.;In the present study , leukocyte DNA from 143 patients with familial clustering of breast and / or ovarian cancer and tumour DNA from 96 breast carcinomas were screened for base mutations in the estrogen receptor gene ( ESR ) . Three patients with a family history of cancer were carrying a Gly160Cys germline substitution . This alteration was also detected in eight ( four females and four males ) of 729 controls ( 366 female , 363 males ) , indicating that the substitution probably represents a polymorphism . However , in the 229 female controls in whom family history of cancer was known , one of two who had a sister with breast cancer was carrying the variant allele . Hence , a possible clinical significance of the glycine into cysteine cannot be completely ruled out and should be further investigated . Somatic mutations were not detected in any of the tumours studied , and the present data do not provide support for somatic ESR base mutations as an important mechanism for hormonal therapy resistance in estrogen receptor-positive breast carcinomas . .;oncological;['oncological']
Myocardial ischemia due to coronary artery spasm during dobutamine stress echocardiography.;Dobutamine stress echocardiography (DSE) is a useful and safe provocation test for myocardial ischemia. Until now, the test has been focused only on the organic lesion in the coronary artery, and positive DSE has indicated the presence of significant fixed coronary artery stenosis. The aim of the present study is to examine whether myocardial ischemia due to coronary spasm is induced by dobutamine. We performed DSE on 51 patients with coronary spastic angina but without significant fixed coronary artery stenosis. All patients had anginal attacks at rest with ST elevation on the electrocardiogram (variant angina). Coronary spasm was induced by intracoronary injection of acetylcholine, and no fixed coronary artery stenosis was documented on angiograms in all patients. DSE was performed with intravenous dobutamine infusion with an incremental doses of 5, 10, 20, 30, and 40 microg/kg/min every 5 minutes. Of the 51 patients, 7 patients showed asynergy with ST elevation. All 7 patients (13.7%) had chest pain during asynergy, and both chest pain and electrocardiographic changes were preceded by asynergy. These findings indicate that dobutamine can provoke coronary spasm in some patients with coronary spastic angina. When DSE is performed to evaluate coronary artery disease, not only fixed coronary stenosis, but also coronary spasm should be considered as a genesis of asynergy.;neurological|cardiovascular;['neurological', 'cardiovascular']
radiotherapy patterns in lymphoma patients;Purpose: This observational study examined statins for stroke in elderly patients. The investigation included analysis of stomach cancer, ovarian cancer, and chemotherapy. Methods: 390 participants were included. Results: positive treatment response. Implications: treatment optimization.;neurological|oncological;['neurological', 'oncological']
Nephrotoxic effects of aminoglycoside treatment on renal protein reabsorption and accumulation.;To quantify the effects of gentamicin, kanamycin and netilmicin on renal protein reabsorption and accumulation, these drugs were administered to rats intraperitoneally (30 mg/kg/day) for 7, 14 or 21 days. Scanning electron microscopy of the glomerular endothelia, urinary measurements of sodium, potassium, endogenous lysozyme, N-acetyl-beta-D-glucosaminidase (NAG) as well as clearance and accumulation experiments after i.v. administration of egg-white lysozyme and measurements of inulin clearance (GFR) were done in each treatment group. Gentamicin administration decreased diameter, density and shape of endothelial fenestrae. Kanamycin and netilmicin appeared to have no effect at the dose used. All three aminoglycosides decreased GFR and increased urinary excretion of sodium and potassium. While gentamicin and kanamycin decreased the percentage reabsorption and accumulation of lysozyme after i.v. administration of egg-white lysozyme netilmicin had no effect. Daily excretion of total protein, endogenous lysozyme and NAG increased only after treatment with kanamycin and gentamicin. Thus, aminoglycosides may act as nephrotoxicants at glomerular and/or tubular level inducing impairment of renal reabsorption and accumulation of proteins.;hepatorenal;['hepatorenal']
Mutation of the KIT (mast/stem cell growth factor receptor) protooncogene in human piebaldism.;Piebaldism is an autosomal dominant genetic disorder characterized by cogenital patches of skin and hair from which melanocytes are completely absent . A similar disorder of mouse , dominant white spotting ( W ) , results from mutations of the c-Kit protooncogene , which encodes and receptor for mast / stem cell growth factor . We identified a KIT gene mutation in a proband with classic autosomal dominant piebaldism . This mutation results in a Gly----Arg substitution at codon 664 , within the tyrosine kinase domain . This substitution was not seen in any normal individuals and was completely linked to the piebald phenotype in the probands family . Piebaldism in this family thus appears to be the human homologue to dominant white spotting ( W ) of the mouse . .;oncological;['oncological']
Recurrent myocardial infarction in a postpartum patient receiving bromocriptine.;"Myocardial infarction in puerperium is infrequently reported. Spasm, coronary dissection, or atheromatous etiology has been described. Bromocriptine has been implicated in several previous case reports of myocardial infarction in the puerperium. Our case (including an inadvertent rechallenge) suggests such a relationship. Although generally regarded as ""safe,"" possible serious cardiac effects of bromocriptine should be acknowledged.";cardiovascular;['cardiovascular']
cardiomyopathy and thrombosis: cardiac connections;Objective: To assess the efficacy of metformin in stroke, with focus on myocardial infarction and atrial flutter. Methods: 167 diabetic patients were randomized to receive metformin or placebo, with heart rate monitoring. Results: superior clinical efficacy. Conclusion: potential therapeutic benefits.;cardiovascular;['cardiovascular']
Effect of intravenous nimodipine on blood pressure and outcome after acute stroke.;BACKGROUND AND PURPOSE: The Intravenous Nimodipine West European Stroke Trial (INWEST) found a correlation between nimodipine-induced reduction in blood pressure (BP) and an unfavorable outcome in acute stroke. We sought to confirm this correlation with and without adjustment for prognostic variables and to investigate outcome in subgroups with increasing levels of BP reduction. METHODS: Patients with a clinical diagnosis of ischemic stroke (within 24 hours) were consecutively allocated to receive placebo (n=100), 1 mg/h (low-dose) nimodipine (n=101), or 2 mg/h (high-dose) nimodipine (n=94). The correlation between average BP change during the first 2 days and the outcome at day 21 was analyzed. RESULTS: Two hundred sixty-five patients were included in this analysis (n=92, 93, and 80 for placebo, low dose, and high dose, respectively). Nimodipine treatment resulted in a statistically significant reduction in systolic BP (SBP) and diastolic BP (DBP) from baseline compared with placebo during the first few days. In multivariate analysis, a significant correlation between DBP reduction and worsening of the neurological score was found for the high-dose group (beta=0.49, P=0. 048). Patients with a DBP reduction of > or =20% in the high-dose group had a significantly increased adjusted OR for the compound outcome variable death or dependency (Barthel Index <60) (n/N=25/26, OR 10. 16, 95% CI 1.02 to 101.74) and death alone (n/N=9/26, OR 4.336, 95% CI 1.131 16.619) compared with all placebo patients (n/N=62/92 and 14/92, respectively). There was no correlation between SBP change and outcome. CONCLUSIONS: DBP, but not SBP, reduction was associated with neurological worsening after the intravenous administration of high-dose nimodipine after acute stroke. For low-dose nimodipine, the results were not conclusive. These results do not confirm or exclude a neuroprotective property of nimodipine.;neurological|cardiovascular;['neurological', 'cardiovascular']
endothelial pathways in Parkinson's disease;Study design: longitudinal investigation of ACE inhibitors in cancer. Participants: 356 adult population with sciatica and cerebrovascular evaluation. Results: better quality of life measures with ventricular fibrillation correlation. Conclusion: healthcare advancement.;neurological|cardiovascular;['neurological', 'cardiovascular']
Haim-Munk syndrome and Papillon-Lefevre syndrome are allelic mutations in cathepsin C.;"Of the many palmoplantar keratoderma ( PPK ) conditions , only Papillon-Lefevre syndrome ( PLS ) and Haim-Munk syndrome ( HMS ) are associated with premature periodontal destruction . Although both PLS and HMS share the cardinal features of PPK and severe periodontitis , a number of additional findings are reported in HMS including arachnodactyly , acro-osteolysis , atrophic changes of the nails , and a radiographic deformity of the fingers . While PLS cases have been identified throughout the world , HMS has only been described among descendants of a religious isolate originally from Cochin , India . Parental consanguinity is a characteristic of many cases of both conditions . Although autosomal recessive transmission of PLS is evident , a more "" complex "" autosomal recessive pattern of inheritance with phenotypic influences from a closely linked modifying locus has been hypothesised for HMS . Recently , mutations of the cathepsin C gene have been identified as the underlying genetic defect in PLS . To determine if a cathepsin C mutation is also responsible for HMS , we sequenced the gene in affected and unaffected subjects from the Cochin isolate in which both the PLS and HMS phenotypes appear . Here we report identification of a mutation of cathepsin C ( exon 6 , 2127A-- > G ) that changes a highly conserved amino acid in the cathepsin C peptide . This mutation segregates with HMS in four nuclear families . Additionally , the existence of a shared common haplotype for genetic loci flanking the cathepsin C gene suggests that affected subjects descended from the Cochin isolate are homozygous for a mutation inherited "" identical by descent "" from a common ancestor . This finding supports simple autosomal recessive inheritance for HMS in these families . We also report a mutation of the same exon 6 CTSC codon ( 2126C-- > T ) in a Turkish family with classical PLS . These findings provide evidence that PLS and HMS are allelic variants of cathepsin C gene mutations . .";neurological;['neurological']
Cancer complexity and myocardial infarction;Background: cancer affects elderly patients worldwide, particularly involving pancreatic cancer and chronic lymphocytic leukemia. Methods: We conducted a longitudinal study to evaluate ACE inhibitors in 217 patients, examining testicular cancer parameters. Results: enhanced therapeutic response. Conclusion: clinical practice guidelines.;oncological;['oncological']
Hyponatremia and syndrome of inappropriate anti-diuretic hormone reported with the use of Vincristine: an over-representation of Asians?;PURPOSE: This retrospective study used a pharmaceutical company's global safety database to determine the reporting rate of hyponatremia and/or syndrome of inappropriate secretion of anti-diuretic hormone (SIADH) among vincristine-treated patients and to explore the possibility of at-risk population subgroups. METHOD: We searched the Eli Lilly and Company's computerized adverse event database for all reported cases of hyponatremia and/or SIADH as of 1 November 1999 that had been reported during the use of vincristine. RESULTS: A total of 76 cases of hyponatremia and/or SIADH associated with vincristine use were identified. The overall reporting rate was estimated to be 1.3/100,000 treated patients. The average age of patients was 35.6 +/- 28.3 years, and 62% were males. Approximately 75% of the patients were receiving treatment for leukemia or lymphoma. Among the 39 reports that included information on race, the racial distribution was: 1 Black, 3 Caucasian, and 35 Asian. CONCLUSION: Our data suggest that Asian patients may be at increased risk of hyponatremia and/or SIADH associated with vincristine use. Although the overall reported rate of SIADH associated with vincristine is very low, physicians caring for Asian oncology patients should be aware of this potential serious but reversible adverse event.;oncological;['oncological']
cardiomyopathy and dementia: exploring neural pathways;Research question: How does ACE inhibitors affect hypertension through oligodendroglioma mechanisms? Methods: randomized controlled study with 233 cardiac patients, assessing thalamus and cerebral. Results: positive treatment response. Implications: patient care improvement.;neurological;['neurological']
High dose dexmedetomidine as the sole sedative for pediatric MRI.;OBJECTIVE: This large-scale retrospective review evaluates the sedation profile of dexmedetomidine. AIM: To determine the hemodynamic responses, efficacy and adverse events associated with the use of high dose dexmedetomidine as the sole sedative for magnetic resonance imaging (MRI) studies. BACKGROUND: Dexmedetomidine has been used at our institution since 2005 to provide sedation for pediatric radiological imaging studies. Over time, an effective protocol utilizing high dose dexmedetomidine as the sole sedative agent has evolved. METHODS/MATERIALS: As part of the ongoing Quality Assurance process, data on all sedations are reviewed monthly and protocols modified as needed. Data were analyzed from all 747 consecutive patients who received dexmedetomidine for MRI sedation from April 2005 to April 2007. RESULTS: Since 2005, the 10-min loading dose of our dexmedetomidine protocol increased from 2 to 3 microg.kg(-1), and the infusion rate increased from 1 to 1.5 to 2 microg.kg(-1).h(-1). The current sedation protocol progressively increased the rate of successful sedation (able to complete the imaging study) when using dexmedetomidine alone from 91.8% to 97.6% (P = 0.009), reducing the requirement for adjuvant pentobarbital in the event of sedation failure with dexmedetomidine alone and decreased the mean recovery time by 10 min (P < 0.001). Although dexmedetomidine sedation was associated with a 16% incidence of bradycardia, all concomitant mean arterial blood pressures were within 20% of age-adjusted normal range and oxygen saturations were 95% or higher. CONCLUSION: Dexmedetomidine in high doses provides adequate sedation for pediatric MRI studies. While use of high dose dexmedetomidine is associated with decreases in heart rate and blood pressure outside the established 'awake' norms, this deviation is generally within 20% of norms, and is not associated with adverse sequelae. Dexmedetomidine is useful as the sole sedative for pediatric MRI.;neurological|cardiovascular;['neurological', 'cardiovascular']
systolic and chronic kidney disease: vascular insights;Aim: To investigate aspirin effects on diabetes through tia analysis. Methods: 303 elderly patients underwent retrospective evaluation with heart failure and deep vein thrombosis assessment. Results: reduction in adverse events. Conclusion: need for further investigation.;cardiovascular;['cardiovascular']
echocardiography reveals myocardial infarction secrets;Study design: observational investigation of metformin in dementia. Participants: 334 diabetic patients with medulloblastoma and amygdala evaluation. Results: improved disease management with arterial correlation. Conclusion: safety considerations.;neurological|cardiovascular;['neurological', 'cardiovascular']
Sulfasalazine-induced lupus erythematosus.;Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis. After cessation of the sulfasalazine and completion of a six-week course of corticosteroids, these problems resolved over a period of four to six months. It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms. Physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.;neurological|cardiovascular;['neurological', 'cardiovascular']
stroke and proteinuria: organ interplay;Research question: How does ACE inhibitors affect dementia through nash mechanisms? Methods: cross-sectional study with 349 cancer patients, assessing anuria and glomerulonephritis. Results: decreased mortality rates. Implications: treatment optimization.;hepatorenal;['hepatorenal']
Advanced immunohistochemistry reveals valvular heart disease mechanisms;Background: stroke affects adult population worldwide, particularly involving uremia and cholestasis. Methods: We conducted a randomized controlled study to evaluate metformin in 160 patients, examining glomerulus parameters. Results: superior clinical efficacy. Conclusion: therapeutic innovation.;hepatorenal;['hepatorenal']
capillary and peripheral artery disease: vascular insights;Research question: How does statins affect hypertension through nephritis mechanisms? Methods: observational study with 386 diabetic patients, assessing atrial fibrillation and urea. Results: improved patient outcomes. Implications: healthcare advancement.;cardiovascular|hepatorenal;['cardiovascular', 'hepatorenal']
When basal ganglia meets diabetes mellitus: a neurological perspective;Purpose: This observational study examined beta-blockers for diabetes in cardiac patients. The investigation included analysis of neurodegenerative, gray matter, and tics. Methods: 164 participants were included. Results: superior clinical efficacy. Implications: treatment optimization.;neurological;['neurological']
nitrates and epilepsy: brain insights;Hypothesis: calcium channel blockers improves heart disease outcomes via oligodendroglioma pathways. Methods: randomized controlled trial with 499 elderly patients, measuring gaba and tremor. Results: improved patient outcomes. Conclusion: cost-effectiveness implications.;neurological|cardiovascular;['neurological', 'cardiovascular']
cancer and angina: cardiac connections;Study design: retrospective investigation of beta-blockers in cancer. Participants: 379 diabetic patients with stenosis and endothelial evaluation. Results: favorable safety profile with deep vein thrombosis correlation. Conclusion: clinical relevance.;cardiovascular;['cardiovascular']
Nonsense mutation in exon 3 of the proteolipid protein gene (PLP) in a family with an unusual form of Pelizaeus-Merzbacher disease.;We report a G-- > A transition at nucleotide 431 of the proteolipid protein gene ( PLP ) results in a nonsense codon in a family with an unusual form of Pelizaeus-Merzbacher disease ( PMD ) . The mutation , which creates a second AluI restriction site , results in a nonsense mutation in PLP . The clinical picture resembles somewhat that of X-linked spastic paraplegia ( SPG ) . It differs from this and both the classical and connatal forms of PMD in that it is relatively mild in form , onset is delayed beyond age 2 years , nystagmus is absent , tremors are prominent , mental retardation is not severe , some patients show dementia or personality disorders , the disease is progressive rather than static in some , and several females show signs of disease . The nonsense mutation , which is in exon 3B , should block the synthesis of normal PLP but spare DM20 , the isoform whose persistence has been associated with mild forms of PLP-associated disease in both humans and mice . .;neurological;['neurological']
craniopharyngioma patterns in prostate cancer patients;Aim: To investigate ACE inhibitors effects on cancer through epinephrine analysis. Methods: 140 elderly patients underwent prospective evaluation with encephalopathy and cerebrovascular assessment. Results: decreased mortality rates. Conclusion: cost-effectiveness implications.;neurological;['neurological']
ventricular fibrillation markers in lung cancer;Background: heart disease affects diabetic patients worldwide, particularly involving endocardium and heart failure. Methods: We conducted a longitudinal study to evaluate beta-blockers in 154 patients, examining atrium parameters. Results: significant improvement in primary endpoints. Conclusion: need for further investigation.;cardiovascular;['cardiovascular']
gaba patterns in angina pectoris patients;Background: dementia affects cardiac patients worldwide, particularly involving neuron and cerebral. Methods: We conducted a cross-sectional study to evaluate statins in 78 patients, examining medulloblastoma parameters. Results: improved patient outcomes. Conclusion: patient care improvement.;neurological;['neurological']
The association between tranexamic acid and convulsive seizures after cardiac surgery: a multivariate analysis in 11 529 patients.;"Because of a lack of contemporary data regarding seizures after cardiac surgery, we undertook a retrospective analysis of prospectively collected data from 11 529 patients in whom cardiopulmonary bypass was used from January 2004 to December 2010. A convulsive seizure was defined as a transient episode of disturbed brain function characterised by abnormal involuntary motor movements. Multivariate regression analysis was performed to identify independent predictors of postoperative seizures. A total of 100 (0.9%) patients developed postoperative convulsive seizures. Generalised and focal seizures were identified in 68 and 32 patients, respectively. The median (IQR [range]) time after surgery when the seizure occurred was 7 (6-12 [1-216]) h and 8 (6-11 [4-18]) h, respectively. Epileptiform findings on electroencephalography were seen in 19 patients. Independent predictors of postoperative seizures included age, female sex, redo cardiac surgery, calcification of ascending aorta, congestive heart failure, deep hypothermic circulatory arrest, duration of aortic cross-clamp and tranexamic acid. When tested in a multivariate regression analysis, tranexamic acid was a strong independent predictor of seizures (OR 14.3, 95% CI 5.5-36.7; p < 0.001). Patients with convulsive seizures had 2.5 times higher in-hospital mortality rates and twice the length of hospital stay compared with patients without convulsive seizures. Mean (IQR [range]) length of stay in the intensive care unit was 115 (49-228 [32-481]) h in patients with convulsive seizures compared with 26 (22-69 [14-1080]) h in patients without seizures (p < 0.001). Convulsive seizures are a serious postoperative complication after cardiac surgery. As tranexamic acid is the only modifiable factor, its administration, particularly in doses exceeding 80 mg.kg(-1), should be weighed against the risk of postoperative seizures.";neurological|cardiovascular;['neurological', 'cardiovascular']
prolapse patterns in multiple sclerosis patients;Aim: To investigate metformin effects on diabetes through astrocytoma analysis. Methods: 426 diabetic patients underwent observational evaluation with encephalitis and multiple sclerosis assessment. Results: better quality of life measures. Conclusion: treatment optimization.;neurological|cardiovascular;['neurological', 'cardiovascular']
Normoammonemic encephalopathy: solely valproate induced or multiple mechanisms?;A 77-year-old woman presented with subacute onset progressive confusion, aggression, auditory hallucinations and delusions. In the preceding months, the patient had a number of admissions with transient unilateral hemiparesis with facial droop, and had been started on valproate for presumed hemiplegic migraine. Valproate was withdrawn soon after admission and her cognitive abilities have gradually improved over 3 months of follow-up. Valproate levels taken prior to withdrawal were subtherapeutic and the patient was normoammonaemic. EEG undertaken during inpatient stay showed changes consistent with encephalopathy, and low titre N-methyl-D-aspartate (NMDA) receptor antibodies were present in this patient. The possible aetiologies of valproate-induced encephalopathy and NMDA receptor-associated encephalitis present a diagnostic dilemma. We present a putative combinatorial hypothesis to explain this patient's symptoms.;neurological;['neurological']
hypertension and fatty liver: organ interplay;Aim: To investigate aspirin effects on diabetes through kidney analysis. Methods: 408 adult population underwent prospective evaluation with nonalcoholic steatohepatitis and cholelithiasis assessment. Results: better quality of life measures. Conclusion: potential therapeutic benefits.;hepatorenal;['hepatorenal']
The identical 5' splice-site acceptor mutation in five attenuated APC families from Newfoundland demonstrates a founder effect.;Inherited mutations of the APC gene predispose carriers to multiple adenomatous polyps of the colon and rectum and to colorectal cancer . Mutations located at the extreme 5 end of the APC gene , however , are associated with a less severe disease known as attenuated adenomatous polyposis coli ( AAPC ) . Many individuals with AAPC develop relatively few colorectal polyps but are still at high risk for colorectal cancer . We report here the identification of a 5 APC germline mutation in five separately ascertained AAPC families from Newfoundland , Canada . This disease-causing mutation is a single basepair change ( G to A ) in the splice-acceptor region of APC intron 3 that creates a mutant RNA without exon 4 of APC . The observation of the same APC mutation in five families from the same geographic area demonstrates a founder effect . Furthermore , the identification of this germline mutation strengthens the correlation between the 5 location of an APC disease-causing mutation and the attenuated polyposis phenotype . .;oncological;['oncological']
Ocular and auditory toxicity in hemodialyzed patients receiving desferrioxamine.;During an 18-month period of study 41 hemodialyzed patients receiving desferrioxamine (10-40 mg/kg BW/3 times weekly) for the first time were monitored for detection of audiovisual toxicity. 6 patients presented clinical symptoms of visual or auditory toxicity. Moreover, detailed ophthalmologic and audiologic studies disclosed abnormalities in 7 more asymptomatic patients. Visual toxicity was of retinal origin and was characterized by a tritan-type dyschromatopsy, sometimes associated with a loss of visual acuity and pigmentary retinal deposits. Auditory toxicity was characterized by a mid- to high-frequency neurosensorial hearing loss and the lesion was of the cochlear type. Desferrioxamine withdrawal resulted in a complete recovery of visual function in 1 patient and partial recovery in 3, and a complete reversal of hearing loss in 3 patients and partial recovery in 3. This toxicity appeared in patients receiving the higher doses of desferrioxamine or coincided with the normalization of ferritin or aluminium serum levels. The data indicate that audiovisual toxicity is not an infrequent complication in hemodialyzed patients receiving desferrioxamine. Periodical audiovisual monitoring should be performed on hemodialyzed patients receiving the drug in order to detect adverse effects as early as possible.;neurological;['neurological']
Adult onset globoid cell leukodystrophy (Krabbe disease): analysis of galactosylceramidase cDNA from four Japanese patients.;"We examined galactosylceramidase ( GALC ) cDNA in four Japanese patients with adult onset globoid cell leukodystrophy ( Krabbe disease ; AO-GLD ) by polymerase chain reaction / single-strand conformation polymorphism ( PCR-SSCP ) analysis , subsequent sequence determination , and restriction enzyme digestion of PCR products , initial symptoms were the onset of slowly progressive spastic paraplegia from the middle of the second decade , and all patients had diminished GALC activity in their leukocytes . We identified three missense mutations ( I66M , G270D , L618S ) and one exon-6 skipping ( 535-573del ) . Two of the patients had only the I66M mutant mRNA , and one only the G27OD mutant mRNA . The fourth patient carried a compound heterozygous mutation of 535-573del and L618S . To determine the enzymatic activities produced by these mutations , we constructed mutated GALC cDNAs and expressed them in COS-1 cells . Three mutations , viz . , G270D , L618S , and exon-6 skipping ( 535-573del ) , produced diminished GALC activity as expected . The I66M mutation in the wild-type GALC cDNA ( I289 ) had normal activity , but when this mutation and the V289 polymorphism were introduced into the same allele , it had decreased activity . Thus , the combination of a unique mutation and polymorphism causes conformational change in the GALC enzyme , resulting in low enzymatic activity . AO-GLD mutations , including those found here , are located in the N-terminus ( I66M , G270D , 535-573del ) or C-terminus ( L618S ) of the GALC enzyme , whereas the reported mutations in the infantile form ( IF-GLD ) are in the central domain . This difference in mutation sites may affect the clinical features of GLD .";neurological;['neurological']
Haplotype and multipoint linkage analysis in Finnish choroideremia families.;Multipoint linkage analysis of choroideremia ( TCD ) and seven X chromosomal restriction fragment length polymorphisms ( RFLPs ) was carried out in 18 Finnish TCD families . The data place TCD distal to PGK and DXS72 , very close to DXYS1 and DXYS5 ( Zmax = 24 at theta = 0 ) and proximal to DXYS4 and DXYS12 . This agrees with the data obtained from other linkage studies and from physical mapping . All the TCD males and carrier females studied have the same DXYS1 allele in coupling with TCD . In Northeastern Finland , 66 / 69 chromosomes carrying TCD had the same haplotype at loci DXS72 , DXYS1 , DXYS4 , and DXYS12 . The same haplotype is seen in only 15 / 99 chromosomes not carrying TCD . Moreover , in 71 / 104 non-TCD chromosomes , the haplotype at six marker loci is different from those seen in any of the 76 TCD chromosomes . This supports the previously described hypothesis that the large Northern Finnish choroideremia pedigrees , comprising a total of over 80 living patients representing more than a fifth of all TCD patients described worldwide , carry the same mutation . These linkage and haplotype data provide improved opportunities for prenatal diagnosis based on RFLP studies . .;neurological;['neurological']
liver cirrhosis through cardiovascular lens;Purpose: This randomized controlled study examined statins for heart disease in adult population. The investigation included analysis of cerebrovascular, pad, and bradycardia. Methods: 162 participants were included. Results: improved disease management. Implications: clinical relevance.;cardiovascular;['cardiovascular']
Next-generation endoscopy in Alzheimer's disease research;Aim: To investigate aspirin effects on stroke through nephrolithiasis analysis. Methods: 254 cardiac patients underwent randomized controlled evaluation with aki and steatosis assessment. Results: significant improvement in primary endpoints. Conclusion: clinical relevance.;hepatorenal;['hepatorenal']
Proliferation-related expression of p19/nm23 nucleoside diphosphate kinase.;"High level expression of the nm23-H1 gene , which encodes for a nucleoside diphosphate kinase , has been found to correlate with diminished metastasis in some tumors but not in others . We have previously identified the protein product of the nm23-H1 gene in two-dimensional electrophoretic gels and have designated it p19 / nm23 . In neuroblastoma , higher levels of p19 / nm23 , which are associated with amplification of the N-myc oncogene , large tumor mass , and metastasis , were observed in advanced stage tumors compared with limited stage disease . Because of the variable expression of nm23-H1 in different tumors , we have investigated the relationship between amounts of the protein and cell proliferation . The levels of p19 / nm23 were compared between resting and mitotically stimulated normal human PBLs and in leukemia cells . The amount of p19 / nm23 increased in normal lymphocytes in response to mitotic stimulation and paralleled the increase in DNA synthesis . In leukemia cells obtained from patients with different subtypes of acute leukemia , p19 / nm23 levels were also increased relative to resting normal lymphocytes . Treatment of mitotically stimulated lymphocytes with cyclosporin , which inhibits proliferation , blocked the increase in p19 / nm23 ; treatment of the leukemia cell line HL-60 with dimethylsulfoxide , which induces terminal differentiation , resulted in diminished levels of p19 / nm23 . Our data therefore provide evidence that nm23-H1 expression is related to cell proliferative activity . .";neurological|oncological;['neurological', 'oncological']
Overexpression of copper/zinc-superoxide dismutase protects from kanamycin-induced hearing loss.;The participation of reactive oxygen species in aminoglycoside-induced ototoxicity has been deduced from observations that aminoglycoside-iron complexes catalyze the formation of superoxide radicals in vitro and that antioxidants attenuate ototoxicity in vivo. We therefore hypothesized that overexpression of Cu/Zn-superoxide dismutase (h-SOD1) should protect transgenic mice from ototoxicity. Immunocytochemistry confirmed expression of h-SOD1 in inner ear tissues of transgenic C57BL/6-TgN[SOD1]3Cje mice. Transgenic and nontransgenic littermates received kanamycin (400 mg/kg body weight/day) for 10 days beginning on day 10 after birth. Auditory thresholds were tested by evoked auditory brain stem responses at 1 month after birth. In nontransgenic animals, the threshold in the kanamycin-treated group was 45-50 dB higher than in saline-injected controls. In the transgenic group, kanamycin increased the threshold by only 15 dB over the respective controls. The effects were similar at 12 and 24 kHz. The protection by overexpression of superoxide dismutase supports the hypothesis that oxidant stress plays a significant role in aminoglycoside-induced ototoxicity. The results also suggest transgenic animals as suitable models to investigate the underlying mechanisms and possible strategies for prevention.;neurological;['neurological']
